"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpraktijk (km)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 1 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 3 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 5 km (aantal)";"Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpost (km)";"Gezondheid en welzijn/Afstand tot apotheek (km)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Afstand tot ziekenhuis (km)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 5 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 10 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 20 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Afstand tot ziekenhuis (km)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 5 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 10 km (aantal)";"Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Aantal ziekenhuizen/Binnen 20 km (aantal)";"Gezondheid en welzijn/Afstand tot consultatiebureau (km)";"Gezondheid en welzijn/Fysiotherapeut/Afstand tot fysiotherapeut (km)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 1 km (aantal)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 3 km (aantal)";"Gezondheid en welzijn/Fysiotherapeut/Aantal fysiotherapeuten/Binnen 5 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot grote supermarkt (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 5 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot ov. dagel. levensmiddelen (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Afstand tot warenhuis (km)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 10 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 20 km (aantal)";"Horeca/Cafés en dergelijke/Afstand tot café e.d. (km)";"Horeca/Cafés en dergelijke/Aantal cafés e.d./Binnen 1 km (aantal)";"Horeca/Cafés en dergelijke/Aantal cafés e.d./Binnen 3 km (aantal)";"Horeca/Cafés en dergelijke/Aantal cafés e.d./Binnen 5 km (aantal)";"Horeca/Cafetaria's en dergelijke/Afstand tot cafetaria e.d. (km)";"Horeca/Cafetaria's en dergelijke/Aantal cafetaria's e.d./Binnen 1 km (aantal)";"Horeca/Cafetaria's en dergelijke/Aantal cafetaria's e.d./Binnen 3 km (aantal)";"Horeca/Cafetaria's en dergelijke/Aantal cafetaria's e.d./Binnen 5 km (aantal)";"Horeca/Restaurants/Afstand tot restaurant (km)";"Horeca/Restaurants/Aantal restaurants/Binnen 1 km (aantal)";"Horeca/Restaurants/Aantal restaurants/Binnen 3 km (aantal)";"Horeca/Restaurants/Aantal restaurants/Binnen 5 km (aantal)";"Horeca/Hotels en dergelijke/Afstand tot hotel e.d. (km)";"Horeca/Hotels en dergelijke/Aantal hotels e.d./Binnen 5 km (aantal)";"Horeca/Hotels en dergelijke/Aantal hotels e.d./Binnen 10 km (aantal)";"Horeca/Hotels en dergelijke/Aantal hotels e.d./Binnen 20 km (aantal)";"Kinderopvang/Kinderdagverblijf/Afstand tot kinderdagverblijf (km)";"Kinderopvang/Kinderdagverblijf/Aantal kinderdagverblijven/Binnen 1 km (aantal)";"Kinderopvang/Kinderdagverblijf/Aantal kinderdagverblijven/Binnen 3 km (aantal)";"Kinderopvang/Kinderdagverblijf/Aantal kinderdagverblijven/Binnen 5 km (aantal)";"Kinderopvang/Buitenschoolse opvang/Afstand tot buitenschoolse opvang (km)";"Kinderopvang/Buitenschoolse opvang/Aantal buitenschoolse opvang/Binnen 1 km (aantal)";"Kinderopvang/Buitenschoolse opvang/Aantal buitenschoolse opvang/Binnen 3 km (aantal)";"Kinderopvang/Buitenschoolse opvang/Aantal buitenschoolse opvang/Binnen 5 km (aantal)";"Onderwijs/Basisonderwijs/Afstand tot school (km)";"Onderwijs/Basisonderwijs/Aantal scholen/Binnen 1 km (aantal)";"Onderwijs/Basisonderwijs/Aantal scholen/Binnen 3 km (aantal)";"Onderwijs/Basisonderwijs/Aantal scholen/Binnen 5 km (aantal)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Afstand tot school (km)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Aantal scholen/Binnen 3 km (aantal)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Aantal scholen/Binnen 5 km (aantal)";"Onderwijs/Voortgezet onderwijs/Voortgezet onderwijs totaal/Aantal scholen/Binnen 10 km (aantal)";"Onderwijs/Voortgezet onderwijs/Vmbo/Afstand tot school (km)";"Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 3  km (aantal)";"Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 5  km (aantal)";"Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 10  km (aantal)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Afstand tot school (km)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Aantal scholen/Binnen 3 km (aantal)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Aantal scholen/Binnen 5 km (aantal)";"Onderwijs/Voortgezet onderwijs/Havo/vwo/Aantal scholen/Binnen 10 km (aantal)";"Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot bos (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km)";"Groenvoorzieningen/Afstand tot recreatief binnenwater (km)";"Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)";"Verkeer en vervoer/Treinstations/Afstand tot treinstations totaal (km)";"Verkeer en vervoer/Treinstations/Afstand tot belangrijk overstapstation (km)";"Vrije tijd en cultuur/Afstand tot bibliotheek (km)";"Vrije tijd en cultuur/Sport/Afstand tot binnenzwembad (km)";"Vrije tijd en cultuur/Sport/Afstand tot kunstijsbaan (km)";"Vrije tijd en cultuur/Museum/Afstand tot museum (km)";"Vrije tijd en cultuur/Museum/Aantal musea/Binnen 5 km (aantal)";"Vrije tijd en cultuur/Museum/Aantal musea/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Museum/Aantal musea/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot podiumkunsten totaal (km)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 5 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot poppodium (km)";"Vrije tijd en cultuur/Bioscoop/Afstand tot bioscoop (km)";"Vrije tijd en cultuur/Bioscoop/Aantal bioscopen/Binnen 5 km (aantal)";"Vrije tijd en cultuur/Bioscoop/Aantal bioscopen/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Bioscoop/Aantal bioscopen/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Recreatie/Afstand tot sauna (km)";"Vrije tijd en cultuur/Recreatie/Afstand tot zonnebank (km)";"Vrije tijd en cultuur/Recreatie/Afstand tot attractie (km)";"Vrije tijd en cultuur/Recreatie/Aantal attracties/Binnen 10 km (aantal)";"Vrije tijd en cultuur/Recreatie/Aantal attracties/Binnen 20 km (aantal)";"Vrije tijd en cultuur/Recreatie/Aantal attracties/Binnen 50 km (aantal)";"Afstand tot brandweerkazerne (km)"
"Waalsdorp";"'s-Gravenhage                           ";"Buurt     ";"BU05180477";"1";0,5;2,3;11;49,2;4,7;0,6;0,7;1,9;6,7;16;0,7;1,9;5;9;;;;;;1;0,5;15,8;67,7;0,5;4,1;100,1;435;2,8;7,9;19,1;41,7;1,7;0;30,3;178,4;0,6;2;93,8;394,1;0,4;3,9;194,1;700;1,6;81,6;96,3;152;0,6;3;33,2;136,8;0,6;4,3;28,8;89,5;0,8;1,4;11,2;49,4;0,8;7,4;26,4;60,9;0,8;4,1;18,1;46,9;0,8;7,4;16,4;34,4;;;;;;;;;;;;;;1,7;2,8;2,8;1,7;3,2;10,4;2;22;25;48,7;2,2;15,3;22;32;4,3;3,1;5;8,8;16;1,2;2,5;2,1;12,6;18;56,4;2,3
"Arendsdorp";"'s-Gravenhage                           ";"Buurt     ";"BU05180478";"1";0,6;2,5;13,7;61,9;4,1;0,9;1,4;2,2;6,5;16,4;1,4;2,2;5;9,4;;;;;;0,7;1,9;25,4;81,4;0,5;14,1;143,6;538,7;2,2;9;20,1;42;1,3;0,7;60,8;235,2;0,5;6,8;157,9;437;0,5;11,6;309,5;761,8;1,2;82,4;97,9;153,2;0,6;6,4;44,3;170,1;0,5;7,4;33,4;108,6;0,7;2,7;14,5;63,8;0,7;8,6;29,1;63,3;0,8;4,4;20,5;49,3;0,7;8,5;17,6;35,9;;;;;;;;;;;;;;2,3;2,2;2,2;1,3;2,8;9,9;1,6;22,5;25;48,6;1,7;15,6;22;32;3,8;2,7;5,5;8,9;16;1,8;1,9;2;12,9;18;56,9;2,1
"Van Hoytemastraat e.o.";"'s-Gravenhage                           ";"Buurt     ";"BU05180479";"1";0,9;0,8;11,9;62,9;4,2;0,3;1,6;2,5;7;17;1,6;2,5;5;10;;;;;;0,4;2,2;25,9;80,6;0,2;19,7;145,5;526,4;1,9;7,7;20,7;43,2;1,4;0;60,7;230,4;0,2;8;159,5;422;0,2;6,5;308,5;743,5;1,5;78,8;99;155,1;0,5;4,5;41,9;170,8;0,4;5,5;32,1;109,8;0,4;2,9;13,9;65,4;0,5;8,2;28,6;64,2;0,6;5,1;20,2;50,2;0,5;7,1;17,5;36,6;;;;;;;;;;;;;;2,5;1,9;1,9;1,1;2,1;10,1;1,7;23,6;25,3;49;1,8;15,9;22;32;3,7;2,8;5,5;9;16;2,1;1,5;2,6;13;18;57;2,6
"Wijk 05 Archipelbuurt";"'s-Gravenhage                           ";"Wijk      ";"WK051805  ";"1";0,4;3,1;26,4;71;3,2;0,6;2,2;2,7;6;16;2,2;2,1;5;9;;;;;;0,9;0,6;35,1;92,2;0,4;15,5;253,9;659,1;2,2;9,5;19,4;41;0,7;2,1;102,5;298,2;0,3;8,9;243,9;480,4;0,3;23,2;460,8;823,5;0,5;82,5;98,7;153,8;0,3;6,6;72,2;208;0,3;5,9;48,7;125,3;0,6;1,3;24,6;79,8;1,2;14,6;31,1;63,1;1,3;8,9;22,8;49,3;1,2;11,7;19,4;35,1;;;;;;;;;;;;;;3,3;2,3;2,3;2,3;3,1;8,9;0,9;21,2;25;46,7;1,5;15,8;22;32;2,8;1,9;6;7,7;16;2,9;1,8;1,2;11,1;17,3;57;0,9
"Archipelbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05180546";"1";0,4;3,1;26,4;71;3,2;0,6;2,2;2,7;6;16;2,2;2,1;5;9;;;;;;0,9;0,6;35,1;92,2;0,4;15,5;253,9;659,1;2,2;9,5;19,4;41;0,7;2,1;102,5;298,2;0,3;8,9;243,9;480,4;0,3;23,2;460,8;823,5;0,5;82,5;98,7;153,8;0,3;6,6;72,2;208;0,3;5,9;48,7;125,3;0,6;1,3;24,6;79,8;1,2;14,6;31,1;63,1;1,3;8,9;22,8;49,3;1,2;11,7;19,4;35,1;;;;;;;;;;;;;;3,3;2,3;2,3;2,3;3,1;8,9;0,9;21,2;25;46,7;1,5;15,8;22;32;2,8;1,9;6;7,7;16;2,9;1,8;1,2;11,1;17,3;57;0,9
"Wijk 06 Van Stolkpark en Scheveningse Bo";"'s-Gravenhage                           ";"Wijk      ";"WK051806  ";"1";0,9;1,9;19,5;53;4,4;1,1;3;2;6;15;3;2;5;9;;;;;;1,2;0,3;16,2;64,1;0,7;3,3;144,3;469,2;1,4;7,9;17,5;37,3;1,2;0,5;38,4;219,2;0,7;3,3;108,2;380,5;0,7;4,1;233,4;692;0,8;75,9;94,9;147,7;0,4;3,2;50,1;142,4;0,4;3,6;42,4;92,2;0,8;1,2;15,8;52,4;0,5;10;24,4;57,1;0,8;6,7;16,5;45,1;0,5;5,7;17,8;30,1;;;;;;;;;;;;;;4;4,2;4,2;1,2;1,4;9,4;1,4;20;25;45,8;1,2;14,9;21,1;32;4,2;1,5;4,9;7;16;3,7;1,5;1,5;10,9;16;56;1,6
"Van Stolkpark en Scheveningse Bosjes";"'s-Gravenhage                           ";"Buurt     ";"BU05180605";"1";0,9;1,9;19,5;53;4,4;1,1;3;2;6;15;3;2;5;9;;;;;;1,2;0,3;16,2;64,1;0,7;3,3;144,3;469,2;1,4;7,9;17,5;37,3;1,2;0,5;38,4;219,2;0,7;3,3;108,2;380,5;0,7;4,1;233,4;692;0,8;75,9;94,9;147,7;0,4;3,2;50,1;142,4;0,4;3,6;42,4;92,2;0,8;1,2;15,8;52,4;0,5;10;24,4;57,1;0,8;6,7;16,5;45,1;0,5;5,7;17,8;30,1;;;;;;;;;;;;;;4;4,2;4,2;1,2;1,4;9,4;1,4;20;25;45,8;1,2;14,9;21,1;32;4,2;1,5;4,9;7;16;3,7;1,5;1,5;10,9;16;56;1,6
"Wijk 07 Scheveningen";"'s-Gravenhage                           ";"Wijk      ";"WK051807  ";"1";0,5;3;14,4;42,7;4,9;0,7;3,8;1,6;5,6;13,7;3,8;1,5;4,6;8,1;;;;;;0,6;2,4;14,1;49,1;0,2;18,1;110,1;364;0,9;6,1;16,1;36,3;0,4;5,7;27,8;162;0,3;15,2;83,4;288;0,2;26,3;166,6;553;0,5;66,4;92,6;144,7;0,4;4,9;37,8;118,5;0,4;3,8;31,2;79,7;0,8;1,3;13,8;43,9;1;7,7;21,1;54,6;1,1;5,3;14,6;42,6;1,2;4,1;14,7;28,8;;;;;;;;;;;;;;4,6;5,1;5,1;1,1;1,1;9,7;0,9;17,3;25;43,3;0,9;12,5;21;31,4;4,9;1,3;3,1;6,6;15,5;4,3;1,2;1,8;9,4;16;55,3;1,1
"Oud Scheveningen";"'s-Gravenhage                           ";"Buurt     ";"BU05180701";"1";0,7;2,6;13,1;45,9;4,7;0,9;4,1;1,9;5;13,2;4,1;1,9;4;7,8;;;;;;0,7;2,8;13,2;48;0,2;18,7;102,1;369,2;0,8;6,2;15,9;35,7;0,4;5,7;26,4;170,4;0,3;15,5;82,8;283,2;0,3;31,1;168,8;542,8;0,4;66,2;92,9;142,5;0,3;4,9;35,6;124,1;0,4;3,2;31,5;85;1,4;0;13,2;47,1;1,5;8,1;21,2;54,8;1,5;5,7;15,3;42,8;1,5;3,6;15,2;28,6;;;;;;;;;;;;;;5;5,3;5,3;0,8;1,3;9,5;1,2;16,8;25;43,4;1,3;12,7;21;31,8;4,9;1,6;3,3;6,2;15,9;4,7;1,8;2;8,8;16;54,8;0,4
"Vissershaven";"'s-Gravenhage                           ";"Buurt     ";"BU05180702";"1";0,7;1,9;18,2;55,5;4,3;0,7;4,2;2,2;5;12;4,2;1,8;4;7;;;;;;0,6;2,6;19,3;55,7;0,3;12;141;446,9;1,2;6,4;16,4;34,6;0,5;4,2;36,7;213,9;0,4;9,4;90,6;303,1;0,2;29,6;187,6;558;1,1;62,8;92,6;139,8;0,6;3,8;53,4;145,6;0,5;2,3;38,8;94,2;1;1,2;18,9;55,8;1,2;11,2;23,8;55;1,2;7,5;17;43;1,8;5,8;16,1;29;;;;;;;;;;;;;;5,6;5,6;5,6;1,4;2;8,8;1,6;15,8;25;38,6;1;12,3;21;29,7;4,7;2;2,8;6;14,3;5,3;1,5;2,8;8,8;16;54;1
"Scheveningen Badplaats";"'s-Gravenhage                           ";"Buurt     ";"BU05180703";"1";0,4;3,5;11,2;33,6;5,3;0,9;3,7;1,1;5,9;14,2;3,7;1,1;4,9;8,2;;;;;;0,6;2,8;11,7;42,2;0,2;25,2;89,8;300,3;0,8;5,1;15,8;37;0,3;7,7;23,3;118,7;0,2;23;76,9;252,9;0,2;31,8;146,7;507;0,2;64,2;91,9;146,8;0,5;5;28,7;99,1;0,3;4,4;24,8;68,6;0,7;1,6;10,8;35,5;1,1;5,2;18,6;53,2;1,1;3,6;12,7;41,2;1,1;2,9;12,7;28,1;;;;;;;;;;;;;;4,2;5;5;1,1;0,6;10,3;0,5;17;25;45,1;0,6;11,9;21;31,9;5,1;0,8;2,6;7;16;3,9;1;1,2;9,4;16;55,9;1,2
"Visserijbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05180704";"1";0,4;3;15,7;42,1;4,8;0,5;3,3;1,7;6;15;3,3;1,7;5;9;;;;;;0,8;1,2;13,1;52,4;0,3;11,7;112,3;374,6;0,9;7,1;16,4;37;0,6;3,6;26,9;171,7;0,2;10;86,1;323,4;0,3;12,5;175,2;614,4;0,5;72,6;93,7;146,9;0,4;4,5;37,1;117,8;0,4;4;32,7;79,5;0,7;1,6;13,5;43,2;0,7;7,6;22,1;55,6;0,7;5,3;15,1;43,6;0,7;4,3;16;29,2;;;;;;;;;;;;;;4,2;4,6;4,6;1;0,8;9,8;0,9;19,2;25;44,8;1,1;13,6;21;32;4,6;1,4;4;7;16;3,9;1,2;1,6;10,2;16;55,9;1,3
"Rijslag";"'s-Gravenhage                           ";"Buurt     ";"BU05180772";"1";0,5;4,9;13,7;34;5,3;0,6;3,3;1;6;15;3,3;1;5;9;;;;;;0,5;2,5;12,1;48;0,3;25,8;101,1;314,2;1,1;6,5;16;37,9;0,3;7,7;22,8;126,3;0,2;17,4;79,6;287,4;0,3;23,4;151;562,9;0,4;69,3;92,1;149,6;0,2;8,9;30,2;100,4;0,3;6,8;28,1;67,8;0,2;2,5;11,5;34,8;0,5;5,8;19,3;55,2;0,5;4;12,3;43;0,5;3,8;13,3;30;;;;;;;;;;;;;;3,7;4,5;4,5;1,5;0,4;10,3;0,3;19,3;25;46;0,5;12,2;21;32;5,1;0,7;3,2;7;16;3,4;0,5;1,2;10;16;56;1,6
"Wijk 08 Duindorp";"'s-Gravenhage                           ";"Wijk      ";"WK051808  ";"1";1,4;0;21;57,3;4,3;0,4;4,3;2,4;5;11;4,3;1,9;4;6,3;;;;;;0,4;1,2;21;57,9;0,3;2,8;145,6;467,4;1,5;6,1;16,9;33,3;0,9;1,9;39,6;210,9;0,5;1,7;80,8;295,8;0,3;12,3;168,3;530,1;1,6;57;92,2;134,2;0,4;3,4;60;155,4;0,9;1,3;43,2;97;0,4;1,4;23,2;60,8;1,3;12,2;25,1;55,1;1,3;9,1;18;43,1;1,9;6,6;15,2;28,3;;;;;;;;;;;;;;6,3;6;6;1,9;3,1;8;2;12,5;25;36;0,9;10,5;21;27,7;4,8;2,4;2,2;6;12,4;5,7;1,5;3,6;8,7;16,1;53;2,1
"Duindorp";"'s-Gravenhage                           ";"Buurt     ";"BU05180800";"1";1,4;0;21;57,3;4,3;0,4;4,3;2,4;5;11;4,3;1,9;4;6,3;;;;;;0,4;1,2;21;57,9;0,3;2,8;145,6;467,4;1,5;6,1;16,9;33,3;0,9;1,9;39,6;210,9;0,5;1,7;80,8;295,8;0,3;12,3;168,3;530,1;1,6;57;92,2;134,2;0,4;3,4;60;155,4;0,9;1,3;43,2;97;0,4;1,4;23,2;60,8;1,3;12,2;25,1;55,1;1,3;9,1;18;43,1;1,9;6,6;15,2;28,3;;;;;;;;;;;;;;6,3;6;6;1,9;3,1;8;2;12,5;25;36;0,9;10,5;21;27,7;4,8;2,4;2,2;6;12,4;5,7;1,5;3,6;8,7;16,1;53;2,1
"Wijk 09 Geuzen- en Statenkwartier";"'s-Gravenhage                           ";"Wijk      ";"WK051809  ";"1";0,5;3,3;25,5;63,1;3,6;0,6;3,5;3;5,5;13,9;3,5;2,3;4,5;8,3;;;;;;0,5;4,3;26,5;72,9;0,3;30,1;201,3;573,3;0,8;8,7;17,6;37;0,6;3,4;70,4;262,6;0,4;13,5;127,1;404,1;0,3;28,4;265,2;701,5;0,7;74,9;94,8;146,5;0,4;6,9;75,8;172,4;0,5;5;50,2;109,1;0,6;2,9;24,6;70,4;0,8;13,4;28,7;57,2;0,8;8,8;20,7;45,2;1,3;7,7;18,9;30;;;;;;;;;;;;;;5;4,8;4,8;1,3;2,1;8,3;1;18,6;25;43,6;0,9;14,8;21;31,7;3,9;1,4;5;6,8;15,8;4,7;0,9;2,3;10,4;16;55,2;1,4
"Statenkwartier";"'s-Gravenhage                           ";"Buurt     ";"BU05180907";"1";0,5;3,6;26,5;64;3,5;0,5;3,4;3;5,8;14,4;3,4;2,3;4,8;8,7;;;;;;0,4;4,5;27,3;75,3;0,3;32,4;211,8;585,7;0,7;9;17,9;37,5;0,7;2,8;74,5;266,8;0,3;13,6;134,9;418,3;0,3;26;280,3;721,1;0,6;76,2;95,1;147,6;0,4;8,1;78,7;174,3;0,5;6;51,9;110,1;0,6;3,4;25,6;71,1;0,7;13,6;29;57,4;0,8;8,9;20,7;45,4;1,2;7,9;19,1;30;;;;;;;;;;;;;;4,8;4,7;4,7;1,3;2,1;8,3;1;18,8;25;44,3;0,8;15,1;21;31,9;3,8;1,3;5,4;6,9;16;4,5;0,8;2,2;10,6;16,1;55,3;1,4
"Geuzenkwartier";"'s-Gravenhage                           ";"Buurt     ";"BU05180908";"1";0,7;2,5;23,3;61,1;3,8;0,7;3,7;3,1;5;12,5;3,7;2,4;4;7,4;;;;;;0,6;3,8;24,6;67,2;0,4;24,8;176,7;544,5;0,8;8;16,9;35,8;0,4;4,7;60,7;252,7;0,5;13,4;109;370,8;0,3;33,8;229,9;655,7;0,8;71,7;94,1;143,9;0,6;4,1;69,1;168;0,6;2,8;46,2;106,9;0,7;1,6;22,3;68,5;0,9;12,9;28;56,9;0,9;8,4;20,5;44,9;1,5;7,2;18,2;29,9;;;;;;;;;;;;;;5,4;5,2;5,2;1,3;2,2;8,3;1,3;18;25;41,9;1,1;14,1;21;31;4,2;1,7;4,3;6,3;15,3;5,1;1;2,7;9,8;16;54,9;1,2
"Wijk 10 Zorgvliet";"'s-Gravenhage                           ";"Wijk      ";"WK051810  ";"1";0,6;3,3;35,2;69,9;2,7;0,8;2,7;3,6;6;14,7;2,7;2,7;5;9;;;;;;0,8;1,8;36,5;88,6;0,6;22,6;285,3;654,7;1,2;9,7;18,9;37,9;0,8;1,6;131,8;292;0,6;10,8;190,4;472,2;0,5;21,7;385,3;786,2;0,6;78,2;95,9;149,9;0,5;7,6;98,5;196,8;0,4;5,4;61,5;121,6;0,6;2,8;34,3;81,4;0,7;17;33;58,9;0,9;12;23,3;46,9;0,8;11,1;20,7;30,8;;;;;;;;;;;;;;4,8;3,9;3,9;1,6;2,7;7,8;0,7;20;25;45,6;1,1;16,4;21,5;32;3;0,8;5,9;7;16;4,2;1,1;2,2;11,4;16,3;56,2;1,6
"Zorgvliet";"'s-Gravenhage                           ";"Buurt     ";"BU05181041";"1";0,6;3,3;35,2;69,9;2,7;0,8;2,7;3,6;6;14,7;2,7;2,7;5;9;;;;;;0,8;1,8;36,5;88,6;0,6;22,6;285,3;654,7;1,2;9,7;18,9;37,9;0,8;1,6;131,8;292;0,6;10,8;190,4;472,2;0,5;21,7;385,3;786,2;0,6;78,2;95,9;149,9;0,5;7,6;98,5;196,8;0,4;5,4;61,5;121,6;0,6;2,8;34,3;81,4;0,7;17;33;58,9;0,9;12;23,3;46,9;0,8;11,1;20,7;30,8;;;;;;;;;;;;;;4,8;3,9;3,9;1,6;2,7;7,8;0,7;20;25;45,6;1,1;16,4;21,5;32;3;0,8;5,9;7;16;4,2;1,1;2,2;11,4;16,3;56,2;1,6
"Wijk 11 Duinoord";"'s-Gravenhage                           ";"Wijk      ";"WK051811  ";"1";0,4;5,5;43,2;78,7;2,4;0,6;2,4;4;6;14,6;2,4;3;5;9;;;;;;0,6;2,9;45;102,8;0,3;36,6;352,4;714,5;1,2;10,2;19;37,7;0,5;5,4;172,6;305,6;0,3;16,7;217,5;508,6;0,3;41,9;410,8;814,7;0,7;78,8;97,9;149,8;0,4;12,3;117,6;218,3;0,4;7;69;133,9;0,5;3,1;43,4;91,2;0,5;17,4;35,4;60,5;0,6;12,4;25,4;47,9;0,8;11,3;21;31,2;;;;;;;;;;;;;;5,2;3,9;3,9;1,3;2,8;7,1;0,9;20,1;25;45,3;1,2;17,9;21,5;32;2,8;1,1;6;7;16;4,2;1;2,8;12;17;56,4;1,8
"Stadhoudersplantsoen";"'s-Gravenhage                           ";"Buurt     ";"BU05181142";"1";0,3;5,1;40,5;75,8;2,6;0,4;2,6;4;6;14,1;2,6;3;5;9;;;;;;0,5;2,9;41,1;97;0,2;39,8;316,4;686,8;0,9;10,1;19;37,4;0,4;2,4;143,7;297,4;0,3;17,3;194,9;495,7;0,2;36;367,8;805,1;0,6;78,8;97,1;149,8;0,3;9,3;114,8;206,6;0,3;7,4;69;128,7;0,3;3,4;41,6;87,5;0,3;16,6;35,2;59,5;0,3;11,6;25,2;47,4;0,8;10,6;21;30,6;;;;;;;;;;;;;;5,2;4,2;4,2;1,2;3;7,2;0,6;20;25;45;1,4;17,7;21,1;32;3,1;0,9;6;7;16;4,5;0,7;2,6;12;17;56;2
