"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging gemeente, wijk, buurt (code)";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Bevolking naar herkomst/Herkomstland/Nederland (aantal)";"Bevolking/Bevolking naar herkomst/Herkomstland/Europa (exclusief Nederland)  (aantal)";"Bevolking/Bevolking naar herkomst/Herkomstland/Buiten Europa  (aantal)";"Bevolking/Bevolking naar herkomst/Geboren in Nederland/Nederland (aantal)";"Bevolking/Bevolking naar herkomst/Geboren in Nederland/Europa (exclusief Nederland)  (aantal)";"Bevolking/Bevolking naar herkomst/Geboren in Nederland/Buiten Europa  (aantal)";"Bevolking/Bevolking naar herkomst/Geboren buiten Nederland/Europa (exclusief Nederland) (aantal)";"Bevolking/Bevolking naar herkomst/Geboren buiten Nederland/Buiten Europa (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)";"Wonen en vastgoed/Woningvoorraad (aantal)";"Wonen en vastgoed/Nieuwbouw woningen  (aantal)";"Wonen en vastgoed/Niet-woningvoorraad (aantal)";"Wonen en vastgoed/Nieuwbouw niet-woningen (aantal)";"Wonen en vastgoed/Gemiddelde WOZ-waarde van woningen (x 1 000 euro)";"Wonen en vastgoed/Woningen naar type/Percentage eengezinswoning (%)";"Wonen en vastgoed/Woningen naar type/Percentage tussenwoning (eengezins) (%)";"Wonen en vastgoed/Woningen naar type/Percentage hoekwoning (eengezins) (%)";"Wonen en vastgoed/Woningen naar type/Percentage twee-onder-één-kap-woning (ee (%)";"Wonen en vastgoed/Woningen naar type/Percentage vrijstaande woning (eengezins (%)";"Wonen en vastgoed/Woningen naar type/Percentage meergezinswoning (%)";"Wonen en vastgoed/Onbewoonde woningen (%)";"Wonen en vastgoed/Woningen naar eigendom/Koopwoningen (%)";"Wonen en vastgoed/Woningen naar eigendom/Huurwoningen/Huurwoningen totaal (%)";"Wonen en vastgoed/Woningen naar eigendom/Huurwoningen/In bezit woningcorporatie (%)";"Wonen en vastgoed/Woningen naar eigendom/Huurwoningen/In bezit overige verhuurders (%)";"Wonen en vastgoed/Woningen naar bouwjaar/Bouwjaar meer dan tien jaar geleden (%)";"Wonen en vastgoed/Woningen naar bouwjaar/Bouwjaar afgelopen tien jaar (%)";"Energie/Gemiddelde elektriciteitslevering/Gemiddelde elektriciteitslevering totaal (kWh)";"Energie/Gemiddelde elektriciteitslevering/Gemiddelde elektriciteitsteruglevering ()";"Energie/Gemiddeld aardgasverbruik/Gemiddeld aardgasverbruik totaal (m³)";"Energie/Gemiddeld aardgasverbruik/Percentage woningen met stadsverwarming (%)";"Energie/Gemiddeld aardgasverbruik/Aardgasvrije woningen (%)";"Energie/Gemiddeld aardgasverbruik/Aardgaswoningen (%)";"Energie/Woningen met zonnestroom (%)";"Energie/Woningen hoofdz. elektrisch verwarmd (%)";"Energie/Aantal publieke laadpalen (aantal)";"Onderwijs/Onderwijssoort/Leerlingen po (aantal)";"Onderwijs/Onderwijssoort/Leerlingen vo (incl. vavo)  (aantal)";"Onderwijs/Onderwijssoort/Studenten mbo (excl. extranei) (aantal)";"Onderwijs/Onderwijssoort/Studenten hbo (aantal)";"Onderwijs/Onderwijssoort/Studenten wo (aantal)";"Onderwijs/Hoogst behaald onderwijsniveau/Basisonderwijs, vmbo, mbo1 (aantal)";"Onderwijs/Hoogst behaald onderwijsniveau/Havo, vwo, mbo2-4 (aantal)";"Onderwijs/Hoogst behaald onderwijsniveau/Hbo, wo (aantal)";"Arbeid/Werkzame beroepsbevolking (aantal)";"Arbeid/Nettoarbeidsparticipatie (%)";"Arbeid/Onderverdeling werkenden/Percentage werknemers (%)";"Arbeid/Onderverdeling werkenden/Werknemers met vaste arbeidsr (%)";"Arbeid/Onderverdeling werkenden/Werknemers met flexibele arbe (%)";"Arbeid/Onderverdeling werkenden/Percentage zelfstandigen (%)";"Inkomen/Personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Personen/40% personen met laagste inkomen (%)";"Inkomen/Personen/20% personen met hoogste inkomen (%)";"Inkomen/Personen/Personen in armoede (%)";"Inkomen/Personen/Personen tot 25% boven armoedegrens (%)";"Inkomen/Huishoudens/Gem. gestandaardiseerd inkomen (x 1 000 euro)";"Inkomen/Huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)";"Sociale zekerheid/Personen per soort uitkering; Bijstand (aantal)";"Sociale zekerheid/Personen per soort uitkering; AO (aantal)";"Sociale zekerheid/Personen per soort uitkering; WW (aantal)";"Sociale zekerheid/Personen per soort uitkering; AOW (aantal)";"Zorg/Jongeren met jeugdzorg in natura (aantal)";"Zorg/Percentage jongeren met jeugdzorg (%)";"Zorg/Wmo-cliënten (aantal)";"Zorg/Wmo-cliënten relatief (per 1 000 inwoners)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen totaal (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/A Landbouw, bosbouw en visserij (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/B-F Nijverheid en energie (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/G+I Handel en horeca (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/H+J Vervoer, informatie en communicatie (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/K-L Financiële diensten, onroerend goed (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/M-N Zakelijke dienstverlening (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/O-Q Overheid, onderwijs en zorg (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/R-U Cultuur, recreatie, overige diensten (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's totaal (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; brandstof benzine (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; overige brandstof (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's per huishouden (per huishouden)";"Motorvoertuigen/Personenauto's/Personenauto's naar oppervlakte (per km²)";"Motorvoertuigen/Motorfietsen (aantal)";"Nabijheid voorzieningen/Afstand tot huisartsenpraktijk (km)";"Nabijheid voorzieningen/Afstand tot grote supermarkt (km)";"Nabijheid voorzieningen/Afstand tot kinderdagverblijf (km)";"Nabijheid voorzieningen/Basisonderwijs/Afstand tot school (km)";"Nabijheid voorzieningen/Basisonderwijs/Scholen binnen 3 km (aantal)";"Oppervlakte/Oppervlakte totaal (ha)";"Oppervlakte/Oppervlakte land (ha)";"Oppervlakte/Oppervlakte water (ha)";"Postcode/Meest voorkomende postcode (code)";"Postcode/Dekkingspercentage (code)";"Stedelijkheid/Mate van stedelijkheid (code)";"Stedelijkheid/Omgevingsadressendichtheid (per km²)"
"Wijk 05 Archipelbuurt";"'s-Gravenhage                           ";"Wijk      ";"WK051805  ";"1";6260;2955;3305;715;640;1515;1850;1535;3360;2065;590;250;3175;1390;1695;3175;355;615;1040;1075;;;;;3570;1995;855;720;1,7;7198;3764;;356;;658;25;21;3;1;1;75;15;56;44;14;30;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1515;0;85;145;90;140;620;260;175;2535;1860;675;0,7;2917;130;0,4;0,5;0,3;0,6;24,9;87;87;0;"         .";;1;3469
"Archipelbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05180546";"1";6260;2960;3300;720;640;1515;1850;1535;3360;2060;590;245;3175;1390;1695;3175;355;615;1040;1075;;;;;3570;1990;855;720;1,7;7198;3764;;356;;658;25;21;3;1;1;75;15;56;44;14;30;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1515;0;85;145;90;140;620;260;175;2535;1860;675;0,7;2917;130;0,4;0,5;0,3;0,6;24,9;87;87;0;"      2585";1;1;3469
"Wijk 06 Van Stolkpark en Scheveningse Bo";"'s-Gravenhage                           ";"Wijk      ";"WK051806  ";"1";795;380;410;80;85;155;240;235;335;340;75;50;390;225;180;390;50;65;180;115;;;;;410;190;115;105;1,9;735;436;;66;;979;26;7;6;4;9;74;14;58;41;11;30;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215;0;5;10;20;25;75;40;35;410;275;135;1;378;25;0,9;1,3;0,4;0,8;15,9;111;108;3;"         .";;1;3597
"Van Stolkpark en Scheveningse Bosjes";"'s-Gravenhage                           ";"Buurt     ";"BU05180605";"1";795;385;415;85;85;155;235;235;335;335;75;50;395;225;180;395;45;65;175;115;;;;;410;190;115;105;1,9;735;436;;66;;979;26;7;6;4;9;74;14;58;41;11;30;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215;0;5;10;20;25;75;40;35;410;275;135;1;378;25;0,9;1,3;0,4;0,8;15,9;111;108;3;"      2585";3;1;3597
"Wijk 07 Scheveningen";"'s-Gravenhage                           ";"Wijk      ";"WK051807  ";"1";19335;9310;10030;2650;2040;5555;5135;3960;11110;5535;1740;950;11985;3495;3855;11985;950;1635;2540;2220;;;;;10505;5495;2450;2560;1,8;8387;10984;;1572;;425;17;14;3;0;0;83;12;49;50;21;30;89;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3960;15;450;670;270;225;1165;680;485;6810;5140;1670;0,6;2954;575;0,5;0,7;0,5;0,8;13,8;232;231;1;"         .";;1;4024
"Oud Scheveningen";"'s-Gravenhage                           ";"Buurt     ";"BU05180701";"1";2925;1455;1465;420;260;875;810;555;1785;725;275;140;2050;380;495;2050;105;240;270;260;;;;;1605;860;345;400;1,8;9911;1686;;200;;360;23;17;5;0;0;77;10;46;54;31;23;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;550;0;70;80;40;20;155;110;80;1040;805;235;0,6;3524;110;0,7;0,7;0,3;1,4;13,3;29;29;0;"      2584";2;1;4022
"Vissershaven";"'s-Gravenhage                           ";"Buurt     ";"BU05180702";"1";4900;2350;2550;625;510;1385;1315;1060;2695;1530;440;230;3130;865;900;3130;220;380;640;520;;;;;2630;1290;720;615;1,8;5784;2729;;695;;428;4;3;0;0;0;96;11;43;57;28;29;60;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1160;5;140;200;80;90;375;175;105;1915;1390;530;0,7;2264;160;0,7;0,6;0,5;1;18,7;85;85;0;"      2583";1;1;3602
"Scheveningen Badplaats";"'s-Gravenhage                           ";"Buurt     ";"BU05180703";"1";5650;2765;2885;745;615;1730;1570;990;3360;1610;470;210;3275;1105;1265;3275;300;500;810;770;;;;;3200;1735;725;735;1,8;8751;3335;;336;;436;23;19;3;0;0;77;16;59;40;9;31;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1265;5;130;235;100;80;340;210;165;2040;1545;495;0,6;3158;165;0,4;0,6;0,5;0,7;10,7;65;65;0;"      2586";1;1;4036
"Visserijbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05180704";"1";4105;1925;2180;630;470;1130;1000;875;2375;1110;395;220;2420;820;870;2420;220;385;595;485;;;;;2125;1095;440;590;1,9;15126;2234;;264;;409;16;14;2;0;0;84;10;44;56;26;29;96;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;690;0;80;115;40;25;180;140;105;1220;955;265;0,6;4492;75;0,4;0,8;0,4;0,7;13,5;27;27;0;"      2584";2;1;4523
"Rijslag";"'s-Gravenhage                           ";"Buurt     ";"BU05180772";"1";1765;815;945;230;190;425;435;480;895;555;165;150;1110;330;325;1110;100;130;225;190;;;;;950;515;220;215;1,8;7137;1000;;77;;523;29;21;5;3;1;71;13;49;50;9;41;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;290;0;30;40;15;15;110;50;30;595;450;145;0,6;2417;65;0,5;0,5;0,2;0,2;11,5;26;25;1;"      2586";5;1;4171
"Wijk 08 Duindorp";"'s-Gravenhage                           ";"Wijk      ";"WK051808  ";"1";5740;2860;2880;965;585;1515;1670;1005;3275;1690;545;230;4480;640;620;4480;245;295;395;325;;;;;2825;1245;625;960;2;6289;2840;;122;;377;28;23;5;1;0;72;3;43;57;52;5;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;10;150;65;40;10;125;110;60;1970;1655;315;0,7;2158;150;1,4;0,4;0,4;0,4;23,1;91;91;0;"         .";;2;2407
"Duindorp";"'s-Gravenhage                           ";"Buurt     ";"BU05180800";"1";5740;2860;2880;970;585;1515;1670;1010;3275;1690;550;225;4480;640;620;4480;245;295;395;325;;;;;2825;1245;625;955;2;6289;2840;;122;;377;28;23;5;1;0;72;3;43;57;52;5;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;10;150;65;40;10;125;110;60;1970;1655;315;0,7;2158;150;1,4;0,4;0,4;0,4;23,1;91;91;0;"      2583";1;2;2407
"Wijk 09 Geuzen- en Statenkwartier";"'s-Gravenhage                           ";"Wijk      ";"WK051809  ";"1";14800;7060;7740;2225;1750;3650;4295;2885;8120;5070;1020;580;7760;3780;3265;7760;865;1245;2910;2015;;;;;7330;3330;1880;2115;2;11114;7565;;657;;620;27;23;3;1;0;73;12;59;40;11;29;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2660;5;195;340;180;150;930;580;285;5125;3780;1340;0,7;3848;305;0,5;0,5;0,5;0,6;24,7;135;133;2;"         .";;1;4333
"Statenkwartier";"'s-Gravenhage                           ";"Buurt     ";"BU05180907";"1";10310;4970;5345;1540;1315;2420;3100;1940;5650;3590;690;380;4840;3050;2420;4845;665;855;2385;1570;;;;;5085;2330;1290;1470;2;10188;5190;;481;;714;29;25;3;0;0;71;13;60;39;3;36;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2050;0;110;280;135;130;755;425;215;3570;2510;1065;0,7;3528;205;0,5;0,5;0,4;0,6;25,7;101;101;0;"      2582";2;1;4371
"Geuzenkwartier";"'s-Gravenhage                           ";"Buurt     ";"BU05180908";"1";4485;2090;2395;685;440;1230;1190;945;2470;1485;335;200;2920;730;835;2920;205;395;525;445;;;;;2245;1000;595;650;2;14054;2375;;176;;417;24;20;2;1;0;76;10;57;42;28;14;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;605;0;85;55;45;20;170;150;70;1550;1275;280;0,7;4863;100;0,7;0,6;0,6;0,7;22,5;34;32;2;"      2581";5;1;4248
"Wijk 10 Zorgvliet";"'s-Gravenhage                           ";"Wijk      ";"WK051810  ";"1";710;365;345;75;50;120;195;270;270;340;45;50;340;210;155;340;50;50;160;110;;;;;375;160;150;75;1,9;821;418;;110;;939;16;4;2;3;6;84;22;68;32;2;30;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;390;0;15;30;15;50;145;80;50;365;230;135;1;422;10;0,6;0,8;0,5;0,6;34,6;88;86;1;"         .";;1;4329
"Zorgvliet";"'s-Gravenhage                           ";"Buurt     ";"BU05181041";"1";710;365;345;80;50;120;195;270;270;340;45;45;345;210;155;340;55;50;155;105;;;;;380;160;145;75;1,9;821;418;;110;;939;16;4;2;3;6;84;22;68;32;2;30;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;390;0;15;30;15;50;145;80;50;365;230;135;1;422;10;0,6;0,8;0,5;0,6;34,6;88;86;1;"      2517";1;1;4329
"Wijk 11 Duinoord";"'s-Gravenhage                           ";"Wijk      ";"WK051811  ";"1";8860;4325;4535;1235;890;2960;2450;1325;5390;2620;670;180;4295;2435;2125;4300;555;830;1875;1295;;;;;4800;2445;1250;1115;1,8;13603;4698;;310;;546;11;10;1;0;0;89;10;52;48;5;43;91;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1650;10;120;180;120;70;550;355;250;2695;2030;670;0,6;4142;135;0,4;0,6;0,3;0,5;43,6;68;65;3;"         .";;1;6231
"Stadhoudersplantsoen";"'s-Gravenhage                           ";"Buurt     ";"BU05181142";"1";2865;1380;1485;370;245;1010;730;510;1695;820;255;95;1295;885;690;1295;165;245;720;445;;;;;1650;890;430;330;1,7;13060;1642;;94;;479;7;7;0;0;0;93;9;42;58;6;52;73;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;460;5;40;55;40;15;170;90;45;905;700;210;0,5;4135;30;0,3;0,5;0,3;0,3;41,9;23;22;1;"      2517";2;1;5459
"Sweelinckplein e.o.";"'s-Gravenhage                           ";"Buurt     ";"BU05181143";"1";5990;2945;3045;870;645;1950;1715;815;3695;1795;420;85;3005;1550;1435;3005;395;585;1155;850;;;;;3150;1550;815;785;1,9;13879;3056;;216;;583;13;12;1;0;0;87;10;57;42;5;38;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1190;5;80;125;80;55;380;270;200;1790;1330;460;0,6;4145;105;0,5;0,6;0,4;0,6;44,5;44;43;1;"      2517";2;1;6639
"Wijk 12 Bomen- en Bloemenbuurt";"'s-Gravenhage                           ";"Wijk      ";"WK051812  ";"1";14975;6970;8010;2230;1440;3935;4190;3185;8315;4545;1455;665;9405;2615;2960;9405;855;1380;1755;1585;;;;;7715;3555;1945;2220;1,9;10633;7795;;764;;428;14;12;1;0;0;86;6;69;30;6;25;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2425;15;250;320;180;85;745;495;330;5250;4180;1075;0,7;3728;335;0,4;0,5;0,4;0,5;37,5;142;141;2;"         .";;1;5609
"Bloemenbuurt-West";"'s-Gravenhage                           ";"Buurt     ";"BU05181250";"1";2275;1040;1235;315;225;400;705;625;1060;840;230;150;1680;260;335;1675;100;175;165;160;;;;;1050;395;295;360;2,1;8063;1122;;124;;510;37;32;4;0;0;63;8;84;16;1;14;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;0;25;25;25;25;125;90;30;910;720;190;0,9;3232;50;0,3;0,9;0,6;0,4;32;28;28;0;"      2565";1;1;4240
"Bloemenbuurt-Oost";"'s-Gravenhage                           ";"Buurt     ";"BU05181251";"1";6490;3000;3490;1030;560;1730;1815;1350;3600;1920;680;290;4125;1090;1270;4125;385;625;705;650;;;;;3360;1560;835;970;1,9;10809;3410;;255;;409;8;7;1;1;0;92;6;71;29;5;24;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;950;5;95;120;75;30;295;210;125;2300;1845;460;0,7;3835;135;0,4;0,4;0,4;0,7;35,3;61;60;1;"      2565";2;1;5115
"Bomenbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05181252";"1";6215;2930;3290;885;655;1805;1660;1210;3655;1780;545;230;3595;1260;1360;3595;370;580;890;780;;;;;3305;1600;810;890;1,9;11811;3263;;385;;419;12;11;1;0;0;88;7;63;37;8;29;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1125;15;130;175;80;30;325;200;175;2040;1615;425;0,6;3873;145;0,4;0,5;0,3;0,5;41,8;53;53;0;"      2565";4;1;6572
"Wijk 13 Vogelwijk";"'s-Gravenhage                           ";"Wijk      ";"WK051813  ";"1";5440;2665;2775;1055;690;690;1830;1170;2565;2400;285;190;3690;845;900;3690;335;485;510;415;;;;;2105;475;670;955;2,6;2031;2170;;106;;939;73;28;25;17;3;27;6;90;10;2;8;98;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;960;0;30;75;55;85;415;225;70;2465;1705;760;1,2;921;150;0,9;0,9;0,4;0,4;25,8;268;268;0;"         .";;1;2883
"Vogelwijk";"'s-Gravenhage                           ";"Buurt     ";"BU05181309";"1";5435;2660;2775;1055;690;695;1830;1170;2565;2395;285;190;3685;850;900;3690;335;485;510;415;;;;;2105;475;670;960;2,6;2031;2170;;106;;939;73;28;25;17;3;27;6;90;10;2;8;98;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;960;0;30;75;55;85;415;225;70;2465;1705;760;1,2;921;150;0,9;0,9;0,4;0,4;25,8;268;268;0;"      2566";1;1;2883
"Wijk 14 Bohemen en Meer en Bos";"'s-Gravenhage                           ";"Wijk      ";"WK051814  ";"1";4925;2175;2750;465;305;935;1305;1915;2050;1690;745;440;3315;635;975;3315;250;410;385;565;;;;;2850;1580;745;530;1,7;3969;3119;;306;;363;9;7;2;1;0;91;7;63;37;16;21;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;650;5;45;75;25;25;235;150;90;2120;1685;435;0,7;1707;100;0,8;0,5;0,5;0,6;20;127;124;3;"         .";;1;3335
"Bosjes van Pex";"'s-Gravenhage                           ";"Buurt     ";"BU05181481";"1";365;185;180;45;30;65;125;110;160;145;50;10;250;50;65;250;20;35;30;35;;;;;205;95;55;50;1,8;790;213;;94;;454;18;8;4;5;2;82;7;86;14;0;14;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;0;0;15;0;5;30;15;15;180;135;45;0,9;386;10;0,6;0,8;0,7;0,8;26,5;46;46;0;"      2565";4;1;3683
"Bohemen en Meer en Bos";"'s-Gravenhage                           ";"Buurt     ";"BU05181492";"1";4560;1990;2570;425;280;870;1175;1810;1885;1550;700;425;3070;585;910;3065;230;380;355;530;;;;;2645;1485;685;475;1,7;5865;2906;;212;;356;8;7;1;0;0;92;7;61;39;17;22;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570;5;45;65;20;20;205;140;75;1940;1550;390;0,7;2495;90;0,8;0,5;0,5;0,6;19,5;81;78;3;"      2555";2;1;3300
"Wijk 15 Kijkduin en Ockenburgh";"'s-Gravenhage                           ";"Wijk      ";"WK051815  ";"1";3700;1755;1945;390;390;650;1065;1205;1635;1600;280;180;2255;790;650;2255;155;305;635;345;;;;;1870;800;625;445;1,9;784;1673;;482;;670;49;20;9;8;12;51;14;53;47;11;36;70;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;565;0;45;85;30;60;210;100;40;1785;1215;570;1;378;85;1,8;0,8;0,8;1,4;9,9;482;472;10;"         .";;2;1545
"Ockenburgh";"'s-Gravenhage                           ";"Buurt     ";"BU05181590";"1";1380;665;715;155;140;250;420;420;605;650;90;35;905;160;310;910;65;150;90;165;;;;;570;155;240;180;2,2;401;664;;269;;608;64;18;12;13;21;36;22;54;46;11;36;52;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;0;10;25;15;20;90;45;25;685;440;245;1,2;199;40;2;1,2;0,7;1,5;7,6;354;344;10;"      2553";6;3;1461
"Kijkduin";"'s-Gravenhage                           ";"Buurt     ";"BU05181591";"1";2320;1090;1230;235;250;395;645;785;1030;950;190;145;1350;630;335;1345;90;155;540;180;;;;;1300;645;390;275;1,8;1815;1009;;213;;710;40;22;7;5;6;60;9;52;48;11;37;81;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340;0;35;60;20;40;115;55;15;1100;775;325;0,8;859;45;1,7;0,6;0,9;1,3;11,2;128;128;0;"      2554";1;2;1609
"Wijk 16 Kraayenstein en Vroondaal";"'s-Gravenhage                           ";"Wijk      ";"WK051816  ";"1";10485;5385;5100;2345;1070;2885;2825;1370;5710;3820;725;230;6520;1270;2700;6520;495;1340;775;1360;;;;;4140;1320;940;1875;2,5;3472;4109;;147;;594;64;34;13;7;10;36;5;69;31;15;16;60;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1345;10;190;125;130;75;450;270;105;4420;3015;1405;1,1;1463;315;2,1;1;0,9;1,7;7,8;336;302;34;"         .";;2;1625
"Kraayenstein en Vroondaal";"'s-Gravenhage                           ";"Buurt     ";"BU05181697";"1";10485;5385;5100;2345;1070;2880;2820;1370;5715;3820;720;235;6515;1270;2705;6520;490;1340;780;1360;;;;;4135;1325;945;1870;2,5;3472;4109;;147;;594;64;34;13;7;10;36;5;69;31;15;16;60;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1345;10;190;125;130;75;450;270;105;4420;3015;1405;1,1;1463;315;2,1;1;0,9;1,7;7,8;336;302;34;"      2553";1;2;1625
"Wijk 17 Loosduinen";"'s-Gravenhage                           ";"Wijk      ";"WK051817  ";"1";17945;8705;9235;2630;1835;4165;4670;4655;8875;6160;1835;1075;10625;2120;5195;10625;785;2340;1340;2855;;;;;8530;3615;2200;2720;2;6640;8751;;1152;;325;36;29;7;0;0;64;4;48;52;39;13;98;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2655;30;600;465;200;85;580;480;215;7265;5590;1675;0,9;2689;440;0,6;0,6;0,6;0,5;24;274;270;4;"         .";;1;4108
"Kerketuinen en Zichtenburg";"'s-Gravenhage                           ";"Buurt     ";"BU05181785";"1";165;120;45;5;10;80;75;5;140;5;15;0;35;50;80;40;5;25;45;50;;;;;95;80;15;0;1,2;204;200;;402;;88;2;1;0;0;1;99;33;2;98;59;40;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;625;5;100;170;45;45;165;70;30;615;245;370;;;10;0,9;0,5;0,6;0,6;24,6;82;82;0;"      2544";1;1;3551
