"Mobiliteit; per persoon, persoonskenmerken, vervoerwijzen en regio's"
"Populatie: Populatie: 6 jaar of ouder"
"Geslacht: Totaal mannen en vrouwen"
"Marges: Waarde"
"Regio's: Nederland"
""
"Vervoerwijzen";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Totaal";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto (bestuurder)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Personenauto  (passagier)";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Trein";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets";"Fiets"
"Leeftijd: 65 tot 75 jaar";"2,38";"2,31";"2,11";"2,31";"2,53";"2,60";"2,55";"30,50";"29,66";"20,60";"24,23";"26,74";"27,69";"27,63";"73,16";"72,79";"61,80";"72,46";"75,30";"74,18";"73,60";"0,83";"0,81";"0,72";"0,76";"0,81";"0,89";"0,87";"14,91";"14,18";"10,32";"12,48";"12,96";"14,09";"14,13";"21,92";"22,24";"16,14";"19,29";"20,18";"21,76";"21,87";"0,27";"0,27";"0,19";"0,21";"0,24";"0,27";"0,25";"6,24";"6,81";"3,63";"4,16";"5,71";"5,67";"5,21";"8,75";"9,60";"5,71";"6,67";"8,16";"8,13";"7,94";"0,03";"0,03";".";".";"0,01";"0,02";"0,03";"2,29";"2,57";".";".";"0,80";"1,31";"1,55";"3,09";"3,76";".";".";"1,29";"2,08";"2,36";"0,71";"0,67";"0,56";"0,61";"0,76";"0,69";"0,71";"3,89";"3,48";"3,35";"3,41";"3,99";"3,42";"3,47";"21,59";"19,73";"18,27";"18,69";"21,95";"18,64";"19,05"
"Leeftijd: 75 jaar of ouder";"1,67";"1,63";"1,37";"1,62";"1,80";"1,83";"1,81";"17,02";"18,19";"10,85";"14,31";"16,32";"17,30";"17,05";"46,87";"48,24";"38,62";"48,37";"52,08";"51,46";"51,04";"0,51";"0,54";"0,42";"0,48";"0,52";"0,56";"0,58";"8,06";"7,92";"5,22";"6,87";"7,50";"8,13";"7,54";"12,98";"13,18";"9,40";"11,90";"13,13";"13,68";"13,59";"0,24";"0,21";"0,15";"0,19";"0,23";"0,23";"0,22";"4,23";"4,68";"2,01";"3,34";"3,78";"4,37";"4,60";"6,68";"7,11";"3,45";"5,61";"6,60";"6,75";"6,95";".";"0,02";".";".";".";"0,01";".";".";"1,52";".";".";".";"0,54";".";".";"2,59";".";".";".";"0,92";".";"0,39";"0,36";"0,34";"0,37";"0,47";"0,44";"0,46";"2,09";"1,92";"1,95";"2,27";"2,47";"2,24";"2,34";"11,96";"11,46";"11,23";"12,30";"14,30";"13,00";"13,12"
"Migratieachtergrond: Nederland";"2,90";"2,84";"2,52";"2,66";"2,87";".";".";"38,58";"38,40";"26,97";"29,12";"32,55";".";".";"76,42";"75,75";"64,62";"71,62";"74,56";".";".";"1,04";"1,04";"0,89";"0,90";"0,96";".";".";"19,88";"19,86";"14,44";"15,44";"16,77";".";".";"26,46";"26,61";"20,11";"21,57";"23,28";".";".";"0,34";"0,33";"0,26";"0,27";"0,30";".";".";"7,20";"7,14";"4,74";"5,41";"6,01";".";".";"9,82";"9,80";"7,06";"8,09";"8,64";".";".";"0,07";"0,08";"0,03";"0,03";"0,05";".";".";"3,73";"3,93";"1,58";"1,48";"2,33";".";".";"5,74";"6,00";"2,39";"2,44";"3,79";".";".";"0,84";"0,80";"0,68";"0,69";"0,81";".";".";"3,40";"3,22";"2,90";"2,95";"3,33";".";".";"17,11";"16,65";"15,68";"15,74";"17,40";".";"."
"Migratieachtergrond: westers";"2,57";"2,50";"2,02";"2,24";"2,33";".";".";"31,63";"31,42";"20,10";"23,49";"25,64";".";".";"72,66";"73,25";"57,53";"66,57";"69,29";".";".";"0,80";"0,75";"0,61";"0,67";"0,62";".";".";"14,56";"14,17";"9,95";"11,33";"11,32";".";".";"20,38";"20,07";"14,97";"16,64";"16,63";".";".";"0,29";"0,27";"0,19";"0,23";"0,23";".";".";"5,88";"5,72";"3,45";"4,45";"4,34";".";".";"8,26";"8,47";"5,40";"7,15";"6,78";".";".";"0,09";"0,11";"0,04";"0,04";"0,07";".";".";"4,56";"4,82";"1,89";"2,15";"4,13";".";".";"7,68";"7,88";"3,41";"3,46";"6,03";".";".";"0,74";"0,71";"0,55";"0,56";"0,68";".";".";"2,88";"2,82";"2,17";"2,32";"2,67";".";".";"16,14";"16,75";"14,17";"14,91";"16,50";".";"."
"Migratieachtergrond: niet-westers";"2,22";"2,10";"1,65";"1,89";"2,06";".";".";"25,35";"25,78";"16,94";"19,93";"21,70";".";".";"65,30";"67,46";"50,56";"62,76";"65,66";".";".";"0,58";"0,57";"0,49";"0,51";"0,58";".";".";"10,76";"10,45";"8,41";"8,61";"9,66";".";".";"16,25";"15,93";"13,25";"14,03";"15,70";".";".";"0,24";"0,25";"0,17";"0,22";"0,21";".";".";"4,07";"4,59";"3,02";"3,87";"3,49";".";".";"6,88";"7,66";"5,37";"6,75";"6,43";".";".";"0,10";"0,10";"0,03";"0,05";"0,06";".";".";"4,23";"4,33";"1,52";"2,33";"2,92";".";".";"7,06";"7,46";"2,61";"4,05";"5,20";".";".";"0,57";"0,53";"0,38";"0,42";"0,49";".";".";"2,00";"1,94";"1,34";"1,50";"1,82";".";".";"12,77";"13,65";"9,98";"12,33";"13,37";".";"."
"Gestandaardiseerd inkomen: 1e 20%-groep";"2,45";"2,30";"1,88";"2,07";"2,25";"2,26";"2,16";"26,40";"25,09";"16,47";"18,80";"21,94";"22,72";"20,41";"67,79";"67,00";"51,82";"61,56";"68,58";"67,08";"64,39";"0,55";"0,47";"0,40";"0,42";"0,46";"0,50";"0,45";"9,24";"7,96";"6,17";"6,28";"7,10";"7,64";"6,59";"13,70";"12,15";"9,63";"9,77";"12,07";"12,19";"10,87";"0,24";"0,25";"0,18";"0,20";"0,23";"0,22";"0,21";"5,04";"5,18";"3,12";"3,80";"4,77";"4,41";"4,15";"7,42";"8,07";"5,21";"6,36";"7,40";"6,86";"7,25";"0,09";"0,10";"0,04";"0,05";"0,07";"0,09";"0,07";"5,02";"4,95";"2,19";"2,69";"3,57";"4,45";"3,43";"7,64";"7,77";"3,36";"4,23";"5,86";"7,28";"5,69";"0,78";"0,75";"0,57";"0,60";"0,66";"0,64";"0,66";"2,87";"2,76";"2,14";"2,36";"2,60";"2,60";"2,61";"16,75";"17,69";"13,66";"15,51";"17,05";"16,00";"16,58"
"Gestandaardiseerd inkomen: 2e 20%-groep";"2,46";"2,41";"2,08";"2,28";"2,44";"2,43";"2,40";"26,94";"26,71";"18,41";"21,98";"23,93";"24,73";"24,85";"65,22";"64,04";"53,70";"64,02";"66,27";"65,25";"67,27";"0,76";"0,73";"0,64";"0,68";"0,69";"0,72";"0,71";"12,24";"11,34";"8,72";"9,90";"10,44";"10,88";"11,23";"18,34";"17,00";"13,94";"15,60";"16,13";"17,16";"17,72";"0,31";"0,28";"0,21";"0,25";"0,27";"0,28";"0,28";"5,65";"5,45";"3,42";"4,33";"4,47";"4,97";"5,01";"8,85";"8,41";"5,47";"7,11";"7,46";"7,56";"7,90";"0,06";"0,06";"0,02";"0,03";"0,04";"0,05";"0,04";"2,61";"3,10";"1,07";"1,47";"2,18";"2,44";"2,12";"4,16";"4,89";"1,75";"2,49";"3,54";"3,97";"3,57";"0,71";"0,71";"0,58";"0,57";"0,69";"0,66";"0,67";"2,92";"2,70";"2,37";"2,49";"2,83";"2,73";"2,94";"16,17";"15,49";"14,13";"14,72";"16,43";"15,41";"16,92"
"Gestandaardiseerd inkomen: 3e 20%-groep";"2,88";"2,80";"2,43";"2,59";"2,82";"2,85";"2,83";"35,91";"35,74";"24,06";"27,18";"29,18";"30,83";"31,61";"75,49";"74,16";"61,88";"70,39";"72,04";"72,38";"73,52";"0,98";"0,99";"0,84";"0,86";"0,92";"0,99";"0,96";"17,10";"17,32";"12,32";"14,17";"14,32";"15,85";"15,76";"23,84";"24,33";"18,44";"20,78";"21,31";"23,12";"23,02";"0,36";"0,34";"0,27";"0,28";"0,30";"0,32";"0,33";"7,27";"6,77";"4,60";"5,19";"5,42";"6,01";"6,05";"10,01";"9,73";"7,06";"8,14";"8,39";"9,02";"9,13";"0,07";"0,08";"0,03";"0,03";"0,04";"0,05";"0,06";"3,56";"3,82";"1,32";"1,28";"2,13";"2,41";"2,80";"5,29";"6,31";"2,24";"2,31";"3,58";"3,98";"4,73";"0,82";"0,78";"0,63";"0,65";"0,80";"0,77";"0,77";"3,33";"3,09";"2,54";"2,71";"3,22";"3,01";"3,11";"17,78";"16,39";"14,34";"15,36";"17,31";"16,13";"16,39"
"Gestandaardiseerd inkomen: 4e 20%-groep";"3,01";"2,95";"2,59";"2,73";"2,92";"2,98";"3,00";"40,05";"39,61";"28,29";"30,20";"33,80";"35,64";"37,21";"77,78";"78,23";"66,79";"73,14";"75,35";"76,68";"77,93";"1,12";"1,13";"0,97";"0,99";"1,04";"1,08";"1,10";"21,12";"20,85";"15,68";"16,77";"18,14";"19,18";"19,98";"28,07";"28,42";"22,06";"23,38";"25,29";"26,60";"27,61";"0,37";"0,35";"0,27";"0,27";"0,31";"0,35";"0,32";"7,30";"7,00";"4,90";"5,38";"5,98";"6,57";"6,46";"10,19";"9,85";"7,52";"8,14";"8,45";"9,58";"9,32";"0,08";"0,08";"0,03";"0,03";"0,05";"0,06";"0,07";"3,76";"3,99";"1,56";"1,39";"2,43";"3,01";"3,37";"6,10";"6,10";"2,48";"2,38";"4,10";"4,72";"5,28";"0,84";"0,80";"0,67";"0,69";"0,81";"0,80";"0,84";"3,28";"3,26";"2,90";"2,86";"3,18";"3,06";"3,24";"15,91";"16,59";"15,83";"15,45";"16,40";"15,76";"16,16"
"Gestandaardiseerd inkomen: 5e 20%-groep";"3,00";"2,95";"2,64";"2,71";"2,93";"2,95";"2,95";"46,89";"47,61";"33,14";"34,11";"38,33";"41,66";"41,50";"82,55";"83,58";"70,45";"75,67";"77,91";"80,92";"81,35";"1,25";"1,26";"1,04";"1,03";"1,11";"1,17";"1,15";"27,33";"28,14";"19,70";"19,86";"22,35";"23,78";"23,84";"34,37";"35,58";"25,60";"26,49";"28,95";"31,06";"31,20";"0,32";"0,33";"0,25";"0,28";"0,28";"0,31";"0,31";"7,49";"8,25";"5,23";"6,21";"6,30";"7,50";"7,20";"9,53";"10,50";"7,40";"8,72";"8,62";"9,87";"9,48";"0,09";"0,09";"0,04";"0,03";"0,05";"0,08";"0,08";"4,45";"4,43";"1,81";"1,61";"2,64";"3,85";"3,88";"6,91";"6,72";"2,64";"2,56";"3,96";"6,11";"5,98";"0,80";"0,75";"0,66";"0,65";"0,78";"0,75";"0,77";"3,29";"3,09";"2,91";"2,85";"3,20";"3,03";"3,16";"15,65";"15,17";"15,15";"14,57";"16,11";"14,90";"15,37"
"OV-Studentenkaart: weekabonnement";"2,76";"2,68";"2,14";"2,34";"2,63";"2,64";"2,65";"45,89";"45,89";"26,55";"32,20";"37,25";"40,60";"42,86";"94,29";"93,42";"62,44";"78,38";"86,02";"88,75";"89,46";"0,47";"0,44";"0,40";"0,45";"0,44";"0,47";"0,49";"7,82";"7,77";"6,35";"7,46";"8,06";"8,22";"8,74";"12,19";"12,08";"9,76";"11,85";"11,85";"12,44";"12,71";"0,33";"0,31";"0,29";"0,29";"0,32";"0,32";"0,33";"7,41";"6,70";"5,03";"6,45";"5,83";"7,21";"8,41";"10,86";"10,35";"8,30";"10,21";"9,04";"10,08";"10,52";"0,41";"0,43";"0,18";"0,23";"0,30";"0,36";"0,34";"19,05";"19,37";"8,64";"10,35";"13,47";"15,66";"15,45";"31,22";"31,84";"14,14";"18,30";"23,79";"28,19";"26,76";"0,72";"0,74";"0,64";"0,60";"0,70";"0,68";"0,71";"2,85";"2,96";"2,31";"2,31";"2,60";"2,65";"2,87";"12,47";"13,24";"11,80";"11,65";"13,44";"12,03";"12,73"
"OV-Studentenkaart: weekendabonnement";"3,28";"2,97";"2,73";"2,64";"3,11";"3,32";"3,36";"36,22";"33,35";"33,85";"28,04";"30,47";"29,97";"44,79";"81,59";"72,41";"72,25";"69,57";"77,93";"72,47";"89,02";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0,18";".";".";".";".";"0,23";".";".";".";".";".";".";"20,36";".";"19,55";".";".";".";".";"25,77";"2,03";"1,96";"1,31";"1,41";"1,72";"1,77";"1,70";"5,88";"5,02";"4,08";"3,94";"4,32";"5,10";"5,52";"30,47";"25,94";"21,34";"20,56";"24,12";"28,31";"25,98"
"OV-Studentenkaart: geen";"2,78";"2,71";"2,36";"2,51";"2,70";"2,72";"2,71";"35,72";"35,56";"24,76";"26,99";"29,86";"31,59";"31,84";"73,68";"73,54";"61,90";"69,43";"72,02";"72,82";"73,50";"0,98";"0,97";"0,83";"0,84";"0,89";"0,93";"0,92";"18,68";"18,54";"13,47";"14,42";"15,52";"16,51";"16,69";"25,15";"25,15";"19,08";"20,46";"21,96";"23,23";"23,55";"0,32";"0,31";"0,24";"0,26";"0,28";"0,30";"0,29";"6,62";"6,66";"4,33";"5,04";"5,45";"5,99";"5,83";"9,20";"9,35";"6,58";"7,71";"8,08";"8,68";"8,65";"0,06";"0,07";"0,03";"0,02";"0,04";"0,05";"0,05";"3,16";"3,35";"1,24";"1,20";"2,04";"2,67";"2,70";"4,92";"5,19";"1,95";"1,95";"3,22";"4,23";"4,31";"0,79";"0,75";"0,62";"0,64";"0,75";"0,73";"0,75";"3,17";"3,00";"2,62";"2,70";"3,05";"2,92";"3,04";"16,59";"16,36";"14,86";"15,33";"16,86";"15,93";"16,42"
"Onderwijsniveau: 1 Laag";"2,24";"2,16";"1,85";"2,09";"2,23";"2,23";"2,18";"24,70";"24,46";"16,88";"20,43";"22,20";"22,18";"22,02";"61,26";"59,69";"49,82";"59,19";"62,73";"61,80";"60,14";"0,65";"0,63";"0,55";"0,58";"0,59";"0,65";"0,62";"9,58";"9,56";"7,48";"8,47";"8,48";"9,44";"8,70";"15,17";"15,36";"12,03";"13,44";"13,69";"15,22";"14,17";"0,29";"0,28";"0,21";"0,24";"0,26";"0,27";"0,28";"5,86";"5,91";"3,29";"4,29";"4,81";"5,06";"5,23";"8,54";"8,55";"5,54";"7,17";"7,57";"7,86";"8,13";"0,04";"0,03";"0,01";"0,02";"0,03";"0,03";"0,03";"1,48";"1,62";"0,64";"0,79";"1,13";"1,09";"1,16";"2,60";"2,76";"1,09";"1,38";"2,05";"2,18";"2,16";"0,66";"0,62";"0,53";"0,58";"0,66";"0,62";"0,64";"3,01";"2,74";"2,53";"2,77";"3,20";"2,92";"2,87";"16,32";"15,22";"14,50";"15,09";"17,76";"15,79";"15,96"
"Onderwijsniveau: 2 Middelbaar";"2,91";"2,85";"2,52";"2,64";"2,83";"2,82";"2,77";"39,78";"38,75";"27,99";"30,68";"32,58";"34,12";"35,64";"77,90";"77,14";"64,50";"71,90";"74,93";"75,27";"75,34";"1,22";"1,22";"1,06";"1,06";"1,11";"1,14";"1,13";"21,38";"20,38";"15,86";"17,01";"17,20";"18,33";"19,39";"29,45";"28,97";"23,24";"24,63";"25,70";"26,96";"27,65";"0,27";"0,25";"0,20";"0,21";"0,23";"0,27";"0,25";"5,96";"5,88";"3,92";"4,59";"4,83";"5,49";"5,51";"8,36";"8,33";"5,81";"6,95";"7,02";"7,93";"7,66";"0,08";"0,08";"0,04";"0,04";"0,06";"0,07";"0,06";"3,88";"4,17";"1,77";"1,99";"2,78";"3,11";"2,99";"6,11";"6,67";"2,86";"3,36";"4,84";"5,34";"5,21";"0,68";"0,68";"0,55";"0,56";"0,65";"0,62";"0,63";"2,83";"2,74";"2,38";"2,35";"2,67";"2,53";"2,75";"14,10";"14,10";"12,57";"12,90";"14,01";"13,12";"13,91"
"Onderwijsniveau: 3 Hoog";"3,10";"3,02";"2,65";"2,72";"2,95";"3,01";"3,03";"48,94";"49,23";"32,06";"33,11";"38,22";"41,07";"40,87";"88,06";"88,70";"71,56";"77,23";"81,15";"83,19";"85,24";"1,33";"1,30";"1,06";"1,07";"1,14";"1,19";"1,18";"28,79";"29,15";"19,43";"19,98";"22,66";"23,70";"23,65";"36,57";"36,71";"25,85";"27,02";"29,90";"31,21";"31,92";"0,23";"0,22";"0,18";"0,18";"0,21";"0,22";"0,21";"6,34";"6,32";"4,21";"4,68";"5,23";"5,72";"5,41";"7,76";"7,91";"5,85";"6,40";"7,02";"7,41";"7,36";"0,13";"0,14";"0,05";"0,05";"0,07";"0,10";"0,11";"6,86";"6,95";"2,56";"2,47";"3,98";"5,31";"5,51";"10,61";"10,60";"3,87";"3,97";"6,01";"8,07";"8,46";"0,82";"0,76";"0,66";"0,63";"0,76";"0,76";"0,78";"3,42";"3,29";"2,84";"2,79";"3,12";"3,06";"3,19";"16,29";"16,18";"15,02";"14,52";"15,98";"15,43";"15,82"
"Participatie: werkzaam: 12 tot 30 uur pw";"3,35";"3,29";"2,91";"3,06";"3,25";"3,24";"3,29";"37,64";"35,75";"26,51";"29,05";"31,41";"32,21";"33,81";"78,60";"77,10";"67,41";"75,28";"77,65";"76,08";"78,07";"1,36";"1,35";"1,20";"1,18";"1,20";"1,26";"1,28";"19,37";"18,22";"14,70";"15,30";"16,01";"16,57";"17,27";"28,93";"27,73";"23,46";"24,62";"24,99";"26,34";"26,81";"0,33";"0,32";"0,25";"0,26";"0,30";"0,32";"0,32";"8,69";"7,54";"5,21";"5,78";"6,57";"6,87";"7,25";"11,26";"10,47";"7,82";"8,35";"9,16";"9,44";"9,88";"0,07";"0,08";"0,03";"0,04";"0,05";"0,06";"0,07";"3,20";"3,51";"1,35";"1,96";"2,16";"2,81";"3,06";"5,22";"5,72";"2,29";"3,04";"3,88";"5,12";"5,25";"0,95";"0,90";"0,76";"0,79";"0,89";"0,87";"0,88";"3,18";"3,15";"2,68";"2,84";"3,21";"3,01";"3,15";"16,27";"16,53";"14,56";"15,51";"17,00";"15,10";"15,94"
"Participatie: werkzaam 30 uur pw of meer";"2,98";"2,92";"2,60";"2,71";"2,87";"2,90";"2,87";"52,66";"53,08";"36,23";"37,68";"42,15";"44,46";"44,66";"86,45";"86,57";"70,88";"76,15";"79,64";"82,31";"82,94";"1,49";"1,48";"1,23";"1,25";"1,31";"1,35";"1,32";"33,44";"33,97";"23,74";"24,50";"26,65";"28,08";"28,31";"41,59";"42,10";"30,92";"32,03";"34,79";"36,45";"37,12";"0,19";"0,18";"0,14";"0,15";"0,16";"0,18";"0,18";"4,70";"5,00";"3,29";"3,91";"4,08";"4,46";"4,27";"5,94";"6,25";"4,43";"5,39";"5,29";"6,01";"5,89";"0,11";"0,11";"0,04";"0,04";"0,06";"0,09";"0,09";"5,36";"5,33";"2,12";"1,71";"3,34";"4,52";"4,47";"8,23";"8,30";"3,26";"2,91";"5,03";"6,92";"6,90";"0,61";"0,58";"0,50";"0,50";"0,59";"0,59";"0,60";"2,85";"2,69";"2,38";"2,32";"2,62";"2,58";"2,71";"12,59";"12,54";"12,18";"11,82";"12,81";"12,64";"12,85"
"Participatie:student/scholier";"2,85";"2,79";"2,27";"2,46";"2,66";"2,68";"2,71";"25,90";"25,67";"17,53";"20,13";"21,97";"23,66";"24,10";"70,15";"69,35";"58,15";"68,08";"68,09";"69,33";"70,45";"0,13";"0,15";"0,11";"0,12";"0,11";"0,12";"0,12";"2,38";"2,41";"1,94";"2,26";"2,03";"2,01";"2,18";"3,70";"3,94";"2,89";"3,50";"3,03";"3,16";"3,28";"0,63";"0,63";"0,49";"0,52";"0,54";"0,59";"0,57";"9,89";"9,92";"7,39";"8,54";"8,32";"9,77";"9,65";"15,02";"15,23";"12,05";"13,74";"13,60";"14,96";"14,85";"0,12";"0,11";"0,05";"0,07";"0,09";"0,10";"0,09";"5,54";"5,42";"2,55";"2,95";"4,35";"4,70";"4,54";"9,10";"8,62";"4,15";"5,15";"7,34";"8,07";"7,77";"1,28";"1,25";"0,98";"1,00";"1,17";"1,16";"1,20";"4,18";"4,10";"3,21";"3,38";"3,81";"3,94";"4,08";"23,30";"23,74";"20,24";"21,90";"23,14";"23,22";"23,79"
"Participatie: werkloos";"2,45";"2,36";"2,12";"2,01";"1,95";"2,12";"2,17";"23,62";"20,77";"16,30";"17,42";"16,74";"17,31";"19,91";"67,49";"65,65";"53,21";"59,14";"64,56";"62,22";"67,71";"0,77";"0,67";"0,65";"0,55";"0,48";"0,49";"0,51";"9,71";"9,03";"8,46";"9,09";"6,19";"6,19";"6,92";"16,61";"15,25";"13,99";"13,45";"11,92";"10,87";"11,05";"0,23";"0,22";"0,18";"0,16";"0,18";"0,21";"0,21";"5,77";"4,40";"3,06";"2,87";"2,92";"3,76";"3,65";"7,05";"6,79";"5,06";"5,05";"4,74";"6,82";"6,52";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0,66";"0,68";"0,56";"0,48";"0,48";"0,54";"0,60";"2,84";"2,59";"2,09";"1,86";"2,19";"1,93";"2,39";"16,41";"17,44";"13,17";"12,92";"15,13";"12,78";"16,07"
"Participatie:  arbeidsongeschikt";"2,37";"2,21";"1,89";"2,12";"2,32";"2,38";"2,30";"19,94";"17,88";"12,67";"16,95";"19,17";"19,41";"18,15";"61,19";"57,94";"48,18";"55,21";"63,54";"61,36";"63,07";"0,62";"0,54";"0,45";"0,56";"0,62";"0,67";"0,67";"6,75";"6,33";"4,55";"7,36";"8,12";"7,80";"7,96";"12,65";"11,97";"8,11";"11,59";"14,01";"12,80";"14,27";"0,29";"0,26";"0,20";"0,23";"0,24";"0,28";"0,25";"6,73";"5,04";"3,83";"3,94";"5,05";"5,53";"4,02";"8,92";"7,46";"5,73";"6,09";"7,33";"7,92";"6,85";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0,56";"0,55";"0,46";"0,47";"0,47";"0,53";"0,49";"2,18";"1,91";"1,68";"1,90";"1,84";"2,18";"2,06";"13,19";"12,92";"10,96";"11,14";"11,52";"12,43";"12,80"
"Participatie: gepensioneerd/VUT";"2,14";"2,10";"1,88";"2,07";"2,28";"2,29";"2,25";"26,00";"25,22";"17,21";"20,43";"22,10";"23,02";"23,37";"64,63";"64,71";"54,82";"64,69";"66,91";"65,53";"65,63";"0,75";"0,73";"0,63";"0,66";"0,71";"0,76";"0,75";"12,75";"11,40";"8,42";"10,15";"10,68";"11,48";"11,34";"19,28";"18,75";"13,92";"16,51";"17,45";"18,62";"18,44";"0,25";"0,25";"0,17";"0,20";"0,24";"0,25";"0,24";"5,51";"6,29";"3,08";"3,90";"4,78";"5,05";"5,13";"7,85";"8,84";"4,76";"6,35";"7,43";"7,40";"7,71";"0,02";"0,03";"0,01";"0,01";"0,01";"0,02";"0,02";"1,93";"2,24";"0,63";"0,69";"0,69";"0,95";"1,25";"2,65";"3,51";"0,85";"0,96";"1,05";"1,52";"1,92";"0,60";"0,57";"0,49";"0,52";"0,66";"0,58";"0,61";"3,31";"3,01";"2,96";"3,15";"3,46";"3,01";"3,10";"18,59";"17,03";"16,33";"16,91";"19,29";"16,87";"17,13"
"Participatie: anders/overig";"2,52";"2,33";"1,94";"2,14";"2,37";"2,35";"2,31";"24,03";"24,12";"16,33";"18,20";"20,33";"22,04";"21,30";"61,17";"61,86";"49,51";"58,98";"63,29";"64,13";"62,26";"0,80";"0,73";"0,60";"0,62";"0,66";"0,69";"0,68";"11,03";"9,63";"7,95";"7,76";"8,26";"9,17";"8,96";"17,18";"15,26";"12,79";"12,92";"13,85";"15,00";"14,49";"0,32";"0,29";"0,23";"0,25";"0,27";"0,31";"0,31";"6,39";"6,41";"3,83";"4,66";"5,22";"6,16";"5,99";"9,60";"9,40";"6,31";"7,86";"8,55";"9,29";"9,15";"0,02";"0,03";".";".";".";"0,03";"0,02";"0,99";"2,12";".";".";".";"1,32";"0,98";"1,80";"2,97";".";".";".";"2,41";"1,76";"0,68";"0,62";"0,50";"0,49";"0,65";"0,60";"0,61";"2,32";"2,20";"1,88";"1,89";"2,53";"2,24";"2,31";"13,60";"13,61";"11,69";"11,95";"15,33";"13,91";"14,77"
"Rijbewijs, personenauto op eigen naam";"2,90";"2,86";"2,61";"2,69";"2,89";"2,91";"2,88";"44,55";"44,32";"31,86";"33,97";"36,79";"38,81";"39,20";"78,74";"79,24";"68,02";"74,03";"76,76";"76,91";"77,27";"1,61";"1,60";"1,37";"1,39";"1,46";"1,54";"1,51";"30,62";"30,44";"22,18";"24,00";"25,31";"27,07";"26,81";"41,20";"41,19";"31,52";"33,90";"35,89";"38,09";"37,96";"0,18";"0,17";"0,13";"0,14";"0,16";"0,18";"0,18";"4,58";"4,66";"3,11";"3,31";"3,72";"4,17";"4,40";"5,70";"5,93";"4,26";"4,71";"5,10";"5,60";"5,80";"0,04";"0,04";"0,02";"0,01";"0,02";"0,03";"0,03";"2,31";"2,52";"0,76";"0,58";"1,14";"1,69";"1,92";"3,20";"3,61";"1,11";"0,93";"1,68";"2,46";"2,83";"0,56";"0,53";"0,48";"0,47";"0,58";"0,53";"0,56";"2,71";"2,56";"2,42";"2,35";"2,72";"2,39";"2,56";"13,16";"12,89";"12,89";"12,03";"13,82";"12,12";"12,64"
