"Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2025"
""
"";"";"Wijken en buurten"
"Onderwerp";"";"Nederland";"Rotterdam";"Rotterdam Centrum";"Stadsdriehoek";"Oude Westen";"Cool";"Cs Kwartier";"Nieuwe Werk";"Dijkzigt";"Delfshaven";"Delfshaven";"Bospolder";"Tussendijken";"Spangen";"Nieuwe Westen";"Middelland";"Oud Mathenesse";"Witte Dorp";"Schiemond";"Overschie";"Kleinpolder";"Noord Kethel";"Schieveen";"Zestienhoven";"Overschie";"Landzicht";"Noord";"Agniesebuurt";"Provenierswijk";"Bergpolder";"Blijdorp";"Liskwartier";"Oude Noorden";"Blijdorpsepolder";"Hillegersberg-Schiebroek";"Schiebroek";"Hillegersberg Zuid";"Hillegersberg Noord";"Terbregge";"Molenlaankwartier";"Kralingen-Crooswijk";"Rubroek";"Nieuw Crooswijk";"Oud Crooswijk";"Kralingen West";"Kralingen Oost";"Kralingse Bos";"De Esch";"Struisenburg";"Feijenoord";"Kop van Zuid";"Kop van Zuid - Entrepot";"Vreewijk";"Bloemhof";"Hillesluis";"Katendrecht";"Afrikaanderwijk";"Feijenoord";"Noordereiland";"IJsselmonde";"Oud IJsselmonde";"Lombardijen";"Groot IJsselmonde";"Beverwaard";"Pernis";"Pernis";"Prins Alexander";"'s-Gravenland";"Kralingseveer";"Prinsenland";"Het Lage Land";"Ommoord";"Zevenkamp";"Oosterflank";"Nesselande";"Charlois";"Charlois Zuidrand";"Tarwewijk";"Carnisse";"Zuidwijk";"Oud Charlois";"Wielewaal";"Zuidplein";"Pendrecht";"Zuiderpark";"Heijplaat";"Hoogvliet";"Hoogvliet Noord";"Hoogvliet Zuid";"Hoek van Holland";"Strand en Duin";"Dorp";"Rijnpoort";"Spaanse Polder";"Spaanse Polder";"Nieuw Mathenesse";"Nieuw Mathenesse";"Waalhaven-Eemhaven";"Waalhaven";"Eemhaven";"Waalhaven Zuid";"Vondelingenplaat";"Vondelingenplaat";"Botlek-Europoort-Maasvlakte";"Botlek";"Europoort";"Maasvlakte";"Rotterdam-Noord-West";"Bedrijvenpark Noord-West";"Rivium";"Rivium";"Rozenburg";"Rozenburg";"Noordzeeweg"
"Gezondheid en welzijn|Ziekenhuis (incl. buitenpolikliniek)|Afstand tot ziekenhuis";"km";"5,0";"2,5";"1,2";"1,2";"1,1";"1,2";"1,8";"0,4";"1,0";"2,3";"1,8";"2,3";"2,3";"3,0";"2,0";"1,4";"3,9";"3,6";"2,4";"3,5";"3,5";"5,0";"6,0";"2,6";"4,0";"4,2";"1,9";"1,9";"2,0";"1,2";"1,7";"1,7";"2,3";"3,0";"3,7";"3,5";"2,2";"4,2";"4,6";"4,8";"1,4";"1,5";"2,5";"1,9";"1,1";"0,6";"3,3";"1,9";"1,2";"2,2";"2,2";"2,7";"1,6";"1,4";"2,2";"2,8";"2,3";"3,3";"2,5";"2,5";"3,6";"1,9";"1,9";"4,0";"9,3";"9,3";"2,8";"2,0";"3,3";"2,0";"2,5";"4,4";"2,9";"2,4";"1,3";"2,4";"4,0";"1,4";"1,6";"2,5";"2,6";"3,5";"0,9";"3,0";"1,9";"7,2";"4,8";"4,5";"4,9";"4,4";"3,6";"4,7";"5,5";"3,8";"3,8";"3,6";"3,6";"5,9";"4,4";"7,7";".";".";".";"11,8";".";".";"15,2";".";".";".";".";"1,2";"1,2";"."
"Gezondheid en welzijn|Ziekenhuis (incl. buitenpolikliniek)|Aantal ziekenhuizen|Binnen 5 km";"aantal";"1,1";"4,1";"7,9";"8,4";"7,4";"7,8";"7,0";"8,0";"8,0";"5,6";"6,5";"4,9";"5,5";"4,6";"6,1";"7,1";"3,4";"3,9";"5,1";"1,8";"2,6";"0,5";"0,2";"1,1";"1,3";"1,0";"6,9";"7,0";"6,9";"6,8";"6,3";"7,0";"7,2";"3,9";"1,9";"1,1";"5,1";"1,1";"2,1";"0,8";"7,5";"8,0";"7,8";"8,0";"7,9";"7,0";"5,2";"5,0";"7,7";"5,6";"7,4";"7,0";"2,7";"5,8";"5,0";"5,9";"6,7";"7,0";"7,7";"2,1";"2,4";"2,0";"2,0";"2,4";"0,0";"0,0";"2,2";"4,4";"3,8";"3,3";"3,0";"1,2";"2,1";"1,4";"2,0";"3,3";"1,5";"5,2";"4,0";"2,8";"4,0";"1,7";"3,7";"1,1";"3,9";"0,0";"0,6";"0,9";"0,5";"0,8";"0,9";"0,7";"0,5";"2,4";"2,4";"4,0";"4,0";"0,9";"1,7";"0,0";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"1,1";"1,1";"."
"Gezondheid en welzijn|Ziekenhuis (incl. buitenpolikliniek)|Aantal ziekenhuizen|Binnen 10 km";"aantal";"2,8";"10,8";"12,3";"12,3";"12,2";"12,1";"12,9";"12,0";"12,4";"10,9";"11,2";"10,9";"10,8";"10,0";"10,9";"12,0";"10,0";"10,0";"11,0";"10,4";"10,3";"3,5";"7,6";"10,8";"10,5";"9,3";"12,7";"13,0";"13,0";"12,8";"12,5";"12,5";"12,8";"10,2";"11,5";"11,0";"12,0";"11,2";"12,8";"11,5";"12,9";"12,8";"12,0";"13,2";"12,5";"13,0";"14,7";"13,7";"13,4";"12,7";"13,3";"13,2";"13,1";"12,3";"13,2";"11,6";"12,6";"13,1";"11,3";"13,4";"14,0";"13,1";"13,7";"13,0";"1,7";"1,7";"10,4";"13,9";"14,0";"13,3";"13,0";"11,0";"8,0";"11,9";"3,5";"11,1";"9,3";"11,8";"11,3";"12,2";"11,0";"10,7";"11,6";"10,1";"11,1";"4,8";"1,1";"1,1";"1,0";"2,0";"2,0";"2,0";"2,5";"9,7";"9,7";"10,0";"10,0";"7,0";"9,3";"4,0";".";".";".";"0,7";".";".";"0,0";".";".";".";".";"3,0";"3,0";"."
"Gezondheid en welzijn|Ziekenhuis (incl. buitenpolikliniek)|Aantal ziekenhuizen|Binnen 20 km";"aantal";"8,3";"23,0";"23,5";"23,3";"23,8";"23,5";"24,2";"23,0";"23,3";"24,4";"23,8";"24,0";"24,2";"24,8";"25,0";"24,5";"24,0";"24,0";"23,5";"26,9";"26,9";"25,7";"28,3";"25,5";"27,9";"28,0";"25,5";"25,6";"25,7";"26,0";"26,3";"25,3";"24,8";"26,0";"23,3";"22,9";"24,3";"22,8";"23,9";"23,5";"22,5";"23,9";"22,9";"24,0";"21,8";"21,4";"23,6";"21,7";"22,0";"23,3";"23,1";"23,3";"24,0";"22,5";"24,2";"22,4";"23,1";"23,3";"22,0";"25,2";"24,7";"25,0";"25,7";"24,3";"19,0";"19,0";"21,9";"21,0";"21,0";"21,4";"22,6";"23,0";"21,8";"21,2";"21,0";"22,7";"22,3";"22,8";"23,0";"22,0";"23,1";"23,0";"22,3";"23,0";"22,9";"19,3";"21,2";"21,8";"20,9";"8,2";"8,5";"8,0";"9,3";"26,0";"26,0";"23,0";"23,0";"20,5";"21,3";"19,3";".";".";".";"5,5";".";".";"1,0";".";".";".";".";"12,5";"12,5";"."
"Gezondheid en welzijn|Ziekenhuis (excl. buitenpolikliniek)|Afstand tot ziekenhuis";"km";"7,2";"3,4";"1,7";"2,1";"1,1";"1,2";"1,8";"2,2";"1,0";"2,3";"1,8";"2,3";"2,3";"3,0";"2,0";"1,4";"3,9";"3,6";"2,4";"3,5";"3,5";"5,0";"6,5";"2,6";"4,0";"4,2";"1,9";"2,0";"2,0";"1,2";"1,7";"1,7";"2,4";"3,0";"3,7";"3,5";"2,2";"4,2";"4,9";"4,9";"3,7";"2,9";"3,6";"3,4";"3,5";"4,2";"4,2";"5,2";"3,5";"2,3";"2,8";"2,9";"1,6";"1,4";"2,2";"2,8";"2,3";"3,6";"3,4";"2,5";"3,6";"1,9";"1,9";"4,1";"9,3";"9,3";"4,2";"2,5";"4,0";"2,0";"2,5";"4,8";"5,4";"2,4";"7,7";"2,4";"4,0";"1,4";"1,6";"2,5";"2,6";"3,5";"0,9";"3,0";"1,9";"7,2";"4,8";"4,5";"4,9";"14,8";"14,0";"15,0";"14,2";"3,8";"3,8";"3,6";"3,6";"5,9";"4,4";"7,7";".";".";".";"21,0";".";".";"29,3";".";".";".";".";"12,7";"12,7";"."
"Gezondheid en welzijn|Ziekenhuis (excl. buitenpolikliniek)|Aantal ziekenhuizen|Binnen 5 km";"aantal";"0,7";"2,1";"3,5";"3,5";"3,4";"3,6";"3,0";"4,0";"4,0";"3,2";"3,4";"2,7";"3,0";"3,4";"3,1";"3,4";"3,3";"3,0";"2,6";"1,8";"2,6";"0,5";"0,0";"1,1";"1,3";"1,0";"3,0";"3,0";"3,0";"3,0";"3,0";"3,0";"3,0";"3,0";"1,1";"1,0";"2,3";"1,0";"0,4";"0,7";"2,6";"3,0";"2,9";"3,0";"2,9";"2,2";"1,1";"0,5";"2,7";"3,2";"3,4";"3,4";"2,3";"3,7";"3,2";"3,0";"3,6";"3,3";"3,5";"1,6";"1,6";"2,0";"1,5";"1,0";"0,0";"0,0";"0,7";"1,0";"1,0";"1,0";"1,0";"0,6";"0,3";"1,0";"0,0";"2,4";"1,1";"3,3";"3,0";"2,0";"3,0";"1,7";"3,1";"1,0";"2,9";"0,0";"0,6";"0,9";"0,5";"0,0";"0,0";"0,0";"0,0";"2,4";"2,4";"3,0";"3,0";"0,8";"1,5";"0,0";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"0,0";"0,0";"."
"Gezondheid en welzijn|Ziekenhuis (excl. buitenpolikliniek)|Aantal ziekenhuizen|Binnen 10 km";"aantal";"1,6";"4,9";"7,0";"7,0";"7,0";"7,0";"7,0";"7,0";"7,0";"5,9";"6,1";"5,9";"5,8";"5,0";"5,9";"6,9";"5,0";"5,0";"6,0";"4,9";"5,0";"3,2";"4,4";"4,9";"4,9";"4,3";"6,7";"7,0";"7,0";"6,8";"6,5";"6,5";"6,8";"5,0";"4,9";"5,0";"6,0";"4,5";"4,3";"4,1";"6,5";"7,0";"6,6";"7,0";"6,5";"6,0";"6,0";"6,0";"6,4";"5,4";"6,7";"5,8";"5,2";"5,0";"5,2";"5,1";"5,2";"5,9";"6,1";"5,3";"5,7";"5,1";"5,5";"5,0";"1,7";"1,7";"3,4";"5,8";"6,0";"5,3";"4,6";"3,1";"1,9";"3,9";"1,0";"5,0";"4,6";"5,1";"5,1";"5,0";"5,0";"5,0";"5,0";"5,0";"5,0";"3,2";"1,1";"1,1";"1,0";"0,0";"0,0";"0,0";"0,0";"5,0";"5,0";"5,0";"5,0";"4,0";"4,7";"3,0";".";".";".";"0,3";".";".";"0,0";".";".";".";".";"0,0";"0,0";"."
"Gezondheid en welzijn|Ziekenhuis (excl. buitenpolikliniek)|Aantal ziekenhuizen|Binnen 20 km";"aantal";"4,3";"9,7";"10,1";"10,0";"10,2";"10,0";"10,2";"10,0";"10,0";"10,3";"10,0";"10,0";"10,2";"10,8";"10,7";"10,1";"10,0";"10,0";"10,0";"11,3";"10,9";"13,7";"13,5";"11,0";"11,9";"12,0";"11,4";"11,6";"11,7";"12,0";"11,9";"11,3";"10,8";"11,0";"9,9";"9,3";"10,3";"9,7";"10,8";"10,5";"9,7";"10,2";"9,6";"10,5";"9,7";"9,2";"10,7";"8,8";"9,9";"9,7";"10,0";"10,1";"9,7";"9,2";"9,8";"9,4";"9,8";"9,9";"10,0";"10,3";"9,9";"10,0";"10,7";"10,0";"8,0";"8,0";"9,3";"9,0";"9,0";"9,1";"9,6";"10,0";"9,1";"9,0";"8,9";"9,5";"9,0";"9,8";"10,0";"9,0";"9,9";"9,0";"9,3";"9,0";"9,6";"8,7";"7,3";"7,8";"7,1";"3,2";"3,5";"3,0";"3,8";"10,4";"10,4";"9,0";"9,0";"9,0";"9,1";"8,9";".";".";".";"2,1";".";".";"0,0";".";".";".";".";"5,3";"5,3";"."
"Gezondheid en welzijn|Afstand tot consultatiebureau";"km";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Gezondheid en welzijn|Fysiotherapeut|Afstand tot fysiotherapeut";"km";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Gezondheid en welzijn|Fysiotherapeut|Aantal fysiotherapeuten|Binnen 1 km";"aantal";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
